respid,stack,reptype,dummytype,zip,lengthres,age,employment,profession,income,education,gender,partyid,partystrength,polint,news,turnout,votereg,voteconst,parseats,parcorrect,turnoutbrexit,brexit,westseats,westcorrect,idconst,idregiol1,idregiol2,idwest,constparty,constmeet,constrank,consthelp,constpork,constlegislate,constsurgery,constnews,constpint,reg1party,reg1meet,reg1rank,reg1help,reg1pork,reg1legislate,reg1surgery,reg1news,reg1pint,reg2party,reg2meet,reg2rank,reg2help,reg2pork,reg2legislate,reg2surgery,reg2news,reg2pint,westparty,westmeet,westrank,westhelp,westpork,westlegislate,westsurgery,westnews,westpint,scotid,britdecide,eubenefit,repstack,constrep,constrep_ptystr,arearep1,arearep2,areaparty1,areaparty2,westrep,westpartystr,nonwest1,condition,educat,scotid2,educat2,educat3,corrpolknow,shpty_const_str,shpty_reg1_str,shpty_reg2_str,id_members,constmeet_DK,constrank_DK,consthelp_DK,constpork_DK,constlegislate_DK,constsurgery_DK,constnews_DK,constpint_DK,reg1meet_DK,reg1rank_DK,reg1help_DK,reg1pork_DK,reg1legislate_DK,reg1surgery_DK,reg1news_DK,constpint_DK,reg1pint_DK,reg2pint_DK,reg2meet_DK,reg2rank_DK,reg2help_DK,reg2pork_DK,reg2legislate_DK,reg2surgery_DK,reg2news_DK,reg2pint_DK,westmeet_DK,westrank_DK,westhelp_DK,westpork_DK,westlegislate_DK,westsurgery_DK,westnews_DK,westpint_DK,reg1_PM,reg2_PM,const_PM,MSPID_const,MSPID_reg1,MSPID_reg2,gov_const,gov_reg1,gov_reg2,term_const,term_reg1,term_reg2,marg_reg1,marg_reg2,surgery_const,surgery_reg1,surgery_reg2,surgexstack,stan_mo_const,stan_mo_reg1,stan_mo_reg2,bus_mo_const,bus_mo_reg1,bus_mo_reg2,com_mo_const,com_mo_reg1,com_mo_reg2,deb_mo_const,deb_mo_reg1,deb_mo_reg2,am_mo_const,am_mo_reg1,am_mo_reg2,mo_to_const,mo_to_reg1,mo_to_reg2,ques_to_const,ques_to_reg1,ques_to_reg2,mar_const,prev_elec_const,prev_elec_reg1,prev_elec_reg2,reg1_gender,reg2_gender,const_gender,west_gender,shpty_reg_st,meet_reg_st,rank_reg_st,help_reg_st,pork_reg_st,leg_reg_st,surg_reg_st,news_reg_st,pint_reg_st,PM_reg_st,MSPID_reg_st,gov_reg_st,term_reg_st,marg_reg_st,surgex_reg_st,stan_mo_reg_st,bus_mo_reg_st,com_mo_reg_st,ques_to_reg_st,prev_elec_reg_st,gender_reg_st,meet_reg_DK_st,rank_reg_DK_st,help_reg_DK_st,pork_reg_DK_st,leg_reg_DK_st,surg_reg_DK_st,news_reg_DK_st,pint_reg_DK_st,shpty_DIFF,meet_DIFF,rank_DIFF,help_DIFF,pork_DIFF,leg_DIFF,surg_DIFF,new_DIFF,pint_DIFF,meet_DIFFDK,rank_DIFFDK,help_DIFFDK,pork_DIFFDK,leg_DIFFDK,surg_DIFFDK,new_DIFFDK,pint_DIFFSK,college,const_code,region_code,shpty_stfc,meet_stfc,rank_stfc,help_stfc,pork_stfc,leg_stfc,surg_stfc,news_stfc,pint_stfc,PM_stfc,MSPID_stfc,gov_stfc,term_stfc,marg_stfc,surgex_stfc,stan__mo_stfc,bus_mo_stfc,com_mo_stfc,ques_to_stfc,prev_elec_stfc,gender_stfc,meet_DK_stfc,rank_DK_stfc,help_DK_stfc,pork_DK_stfc,leg_DK_stfc,surg_DK_stfc,news_DK_stfc,pint_DK_stfc,region,year_FM,constituencycode_FM,constituency,constituency_code,questions_FM,member_FM,standard_FM,mem_business_FM,com_motion_FM,bill_motion_FM,totalrebel_FM,bill_FM,mpsid2,total_sur_ex_FM,max_surgerg_FM,parl_4_dum,surg_ex2_FM,questions_ALL,standard_ALL,mem_business_ALL,com_motion_ALL,bill_ALL,surg_ALL,partystack,pintstack,rankstack,helpstack,porkstack,legstack,surgstack,newstack,meetstack
624,0,const,1,PH31AR,3,52,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",4,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",0,Scottish tiol,3,2,5,1,SNP,SNP,SNP,1,1,1,Conservative,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,1,0,2,2,2,2,0,0,2,4,0,2,Rosean Cunningham,Rosean Cunningham,Scottish tiol,Elizabeth Smith,Claire Brenn-Baker,Conservative,Labour,Tasmi Ahmed-Sheikh,Scottish tiol,Stewart McDold,inout,7,4,2,0,2,3,3,0,0,1,1,1,1,0,0,0,0,0,2,2,2,2,0,0,0,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,1863,4014,2633,1,0,0,4,2,2,0.191,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,0,39,43,0.042512482,1,0,0,1,1,1,0,3,0,.,.,.,.,.,.,.,0,4014,0,2,0.191,0,0,0,0,39,0,1,0,2,2,2,2,0,0,2,0,1,.,.,.,.,.,.,.,1,-1,-1,-1,-2,0,0,-2,0,5108,5100,3,1,1,1,1,0,0,0,0,0,1863,1,4,0.04251248,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2011,5108,Perthshire South and Kinross-shire,5108,0,"Cunningham, Rosean.",6,0,0,6,11,0,1863,973.44,6633,1,1393.44,0,6,0,0,0,1393.439941,1,0,1,1,1,0,0,0,1
624,1,reg1,0,PH31AR,3,52,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",4,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",0,Scottish tiol,3,2,5,1,SNP,SNP,SNP,1,1,1,Conservative,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,1,0,2,2,2,2,0,0,2,4,0,2,Elizabeth Smith,Rosean Cunningham,Scottish tiol,Elizabeth Smith,Claire Brenn-Baker,Conservative,Labour,Tasmi Ahmed-Sheikh,Scottish tiol,Stewart McDold,inout,7,4,2,0,2,3,3,0,0,1,1,1,1,0,0,0,0,0,2,2,2,2,0,0,0,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,1863,4014,2633,1,0,0,4,2,2,0.191,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,0,39,43,0.042512482,1,0,0,1,1,1,0,0,0,.,.,.,.,.,.,.,0,2633,0,2,0.106,0,0,0,0,43,0,1,0,2,2,2,2,0,0,2,3,1,.,.,.,.,.,.,.,1,-1,-1,-1,-2,0,0,-2,0,5108,5100,3,0,.,.,.,.,.,.,.,0,4014,0,2,0.191,0,0,0,0,39,0,1,0,2,2,2,2,0,0,2,1,2011,5100,Mid Scotland and Fife,5100,269,"Smith, Liz",9,5,0,0,7,0,4014,276,6633,1,537.55,308,9,5,0,0,537.5499878,0,2,2,2,2,2,0,0,0
624,2,reg2,0,PH31AR,3,52,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",4,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",0,Scottish tiol,3,2,5,1,SNP,SNP,SNP,1,1,1,Conservative,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,1,0,2,2,2,2,0,0,2,4,0,2,Claire Brenn-Baker,Rosean Cunningham,Scottish tiol,Elizabeth Smith,Claire Brenn-Baker,Conservative,Labour,Tasmi Ahmed-Sheikh,Scottish tiol,Stewart McDold,inout,7,4,2,0,2,3,3,0,0,1,1,1,1,0,0,0,0,0,2,2,2,2,0,0,0,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,1863,4014,2633,1,0,0,4,2,2,0.191,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,1,0,39,43,0.042512482,1,0,0,1,1,1,0,3,0,.,.,.,.,.,.,.,0,4014,0,2,0.191,0,0,0,0,39,0,1,0,2,2,2,2,0,0,2,0,1,.,.,.,.,.,.,.,1,-1,-1,-1,-2,0,0,-2,0,5108,5100,0,0,.,.,.,.,.,.,.,0,2633,0,2,0.105999999,0,0,0,0,43,0,1,0,2,2,2,2,0,0,2,1,2011,5100,Mid Scotland and Fife,5100,370,"Baker, Claire",75,5,0,0,3,0,2633,141.59,6633,1,141.59,413,75,5,0,0,141.5899963,0,2,2,2,2,2,0,0,0
625,0,const,1,AB518UR,2,53,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",10,Postgraduate degree,0,Labour,2,3,6,1,Liberal Democrat,Liberal Democrat,SNP,1,1,0,Conservative,1,0,0,0,1,0,0,1,2,.,.,0,0,.,1,0,2,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,0,0,1,4,3,3,0,0,1,0,1,3,Gillian Martin,Gillian Martin,Scottish tiol,Lewis Macdold,Alex Johnstone,Labour,Conservative,Alex Salmond,Scottish tiol,Stuart McDold,outin,14,0,4,2,2,0,0,0,1,0,1,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,.,.,.,.,.,.,.,.,.,0,1,4,3,3,0,0,1,0,0,1,5578,2117,1893,0,0,0,0,4,0,0.066,.,33.6,258,135,33.6,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,3,2,16,57,3,0.167956723,0,0,0,0,0,1,0,0,0,2,.,.,.,0,0,.,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,2,0,0,-1,.,.,.,0,0,.,0,-1,0,0,0,0,0,0,1,6104,6100,0,0,1,2,.,.,0,0,.,1,5578,0,0,0.167956725,33.59999847,0,0,0,16,0,1,0,1,2,2,2,0,0,2,0,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,16,0,0,0,1,33.59999847,0,2,1,2,2,2,0,0,0
625,1,reg1,0,AB518UR,2,53,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",10,Postgraduate degree,0,Labour,2,3,6,1,Liberal Democrat,Liberal Democrat,SNP,1,1,0,Conservative,1,0,0,0,1,0,0,1,2,.,.,0,0,.,1,0,2,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,0,0,1,4,3,3,0,0,1,0,1,3,Lewis Macdold,Gillian Martin,Scottish tiol,Lewis Macdold,Alex Johnstone,Labour,Conservative,Alex Salmond,Scottish tiol,Stuart McDold,outin,14,0,4,2,2,0,0,0,1,0,1,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,.,.,.,.,.,.,.,.,.,0,1,4,3,3,0,0,1,0,0,1,5578,2117,1893,0,0,0,0,4,0,0.066,.,33.6,258,135,258,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,3,2,16,57,3,0.167956723,0,0,0,0,0,1,0,0,.,.,.,.,.,.,.,.,0,1893,0,0,.,135,0,1,0,3,0,0,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,6104,6100,0,0,2,.,.,.,0,0,.,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,2,1,2011,6100,North East Scotland,6100,592,"Macdo.ld, Lewis",42,0,0,0,2,0,2117,5418.4,6633,1,5431.2,649,42,2,0,0,5689.200195,1,2,2,2,2,2,0,0,0
625,2,reg2,0,AB518UR,2,53,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",10,Postgraduate degree,0,Labour,2,3,6,1,Liberal Democrat,Liberal Democrat,SNP,1,1,0,Conservative,1,0,0,0,1,0,0,1,2,.,.,0,0,.,1,0,2,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,0,0,1,4,3,3,0,0,1,0,1,3,Alex Johnstone,Gillian Martin,Scottish tiol,Lewis Macdold,Alex Johnstone,Labour,Conservative,Alex Salmond,Scottish tiol,Stuart McDold,outin,14,0,4,2,2,0,0,0,1,0,1,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,.,.,.,.,.,.,.,.,.,0,1,4,3,3,0,0,1,0,0,1,5578,2117,1893,0,0,0,0,4,0,0.066,.,33.6,258,135,135,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,3,2,16,57,3,0.167956723,0,0,0,0,0,1,0,0,0,2,.,.,.,0,0,.,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,2,0,0,-1,.,.,.,0,0,.,0,-1,0,0,0,0,0,0,1,6104,6100,0,.,.,.,.,.,.,.,.,0,1893,0,0,.,135,0,1,0,3,0,0,.,.,.,.,.,.,.,.,1,2011,6100,North East Scotland,6100,82,"Johnstone, Alex",13,6,0,0,7,0,1893,1573.68,6633,1,1573.68,85,13,7,0,0,1708.680054,.,.,.,.,.,.,.,.,.
626,0,const,1,AB535SH,3,53,"Working part-time, employee (8-29 hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",5,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",1,Scottish tiol,.,3,4,1,SNP,SNP,SNP,1,1,0,Conservative,1,1,0,0,1,1,0,4,4,4,4,0,0,4,0,0,2,2,2,1,0,0,0,0,0,2,2,2,2,0,0,0,1,0,4,5,4,4,0,0,4,0,0,4,Stewart Stevenson,Stewart Stevenson,Scottish tiol,Jenny Marra,Lewis Macdold,Labour,Labour,Eilidh Whiteford,Scottish tiol,Kirsten Oswald,inout,7,0,2,0,2,.,.,0,2,0,4,4,4,4,0,0,4,0,2,2,2,1,0,0,4,0,0,0,2,2,2,2,0,0,0,0,4,5,4,4,0,0,4,0,0,0,2215,5034,2117,0,0,0,4,1,4,0.066,0.066,1517.83,0,258,1517.83,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,4,9,57,0.229508768,0,0,0,1,0,0,0,.,0,2,2,2,1,0,0,0,0,5034,0,1,0.066,0,0,0,0,9,0,1,0,2,2,2,1,0,0,0,.,0,2,2,2,3,0,0,4,0,2,2,2,3,0,0,4,0,6108,6100,.,0,4,4,4,4,0,0,4,0,2215,0,4,0.229508772,1517.829956,0,0,0,4,0,0,0,4,4,4,4,0,0,4,0,2011,6108,Banffshire and Buchan Coast,6108,35,"Stevenson, Stewart",26,3,5,1,3,0,2215,6478,6633,1,8217,39,26,3,5,0,9734.830078,1,4,4,4,4,4,0,0,0
626,1,reg1,0,AB535SH,3,53,"Working part-time, employee (8-29 hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",5,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",1,Scottish tiol,.,3,4,1,SNP,SNP,SNP,1,1,0,Conservative,1,1,0,0,1,1,0,4,4,4,4,0,0,4,0,0,2,2,2,1,0,0,0,0,0,2,2,2,2,0,0,0,1,0,4,5,4,4,0,0,4,0,0,4,Jenny Marra,Stewart Stevenson,Scottish tiol,Jenny Marra,Lewis Macdold,Labour,Labour,Eilidh Whiteford,Scottish tiol,Kirsten Oswald,inout,7,0,2,0,2,.,.,0,2,0,4,4,4,4,0,0,4,0,2,2,2,1,0,0,4,0,0,0,2,2,2,2,0,0,0,0,4,5,4,4,0,0,4,0,0,0,2215,5034,2117,0,0,0,4,1,4,0.066,0.066,1517.83,0,258,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,4,9,57,0.229508768,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0,0,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,0,.,0,2,2,2,2,0,0,4,0,2,2,2,2,0,0,4,0,6108,6100,.,0,2,2,2,1,0,0,0,0,5034,0,1,0.066,0,0,0,0,9,0,1,0,2,2,2,1,0,0,0,1,2011,6100,North East Scotland,6100,257,"Marra, Jenny",43,7,0,0,2,1,5034,675,6633,1,810,266,43,7,0,1,810,0,0,2,2,2,1,0,0,0
626,2,reg2,0,AB535SH,3,53,"Working part-time, employee (8-29 hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",5,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",1,Scottish tiol,.,3,4,1,SNP,SNP,SNP,1,1,0,Conservative,1,1,0,0,1,1,0,4,4,4,4,0,0,4,0,0,2,2,2,1,0,0,0,0,0,2,2,2,2,0,0,0,1,0,4,5,4,4,0,0,4,0,0,4,Lewis Macdold,Stewart Stevenson,Scottish tiol,Jenny Marra,Lewis Macdold,Labour,Labour,Eilidh Whiteford,Scottish tiol,Kirsten Oswald,inout,7,0,2,0,2,.,.,0,2,0,4,4,4,4,0,0,4,0,2,2,2,1,0,0,4,0,0,0,2,2,2,2,0,0,0,0,4,5,4,4,0,0,4,0,0,0,2215,5034,2117,0,0,0,4,1,4,0.066,0.066,1517.83,0,258,258,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,4,9,57,0.229508768,0,0,0,1,0,0,0,.,0,2,2,2,1,0,0,0,0,5034,0,1,0.066,0,0,0,0,9,0,1,0,2,2,2,1,0,0,0,.,0,2,2,2,3,0,0,4,0,2,2,2,3,0,0,4,0,6108,6100,0,0,2,2,2,2,0,0,0,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,0,1,2011,6100,North East Scotland,6100,592,"Macdo.ld, Lewis",42,0,0,0,2,0,2117,5418.4,6633,1,5431.2,649,42,2,0,0,5689.200195,0,0,2,2,2,2,0,0,0
627,0,const,1,DD111TA,3,53,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",7,"University or CA first degree, e.g. BA, BSc",0,Conservative,0,2,2,0,.,.,SNP,1,1,1,Conservative,1,0,0,0,0,0,0,2,.,.,.,0,0,2,1,0,.,.,.,.,0,0,2,0,0,.,.,.,.,0,0,2,0,0,2,.,2,.,0,0,3,3,3,1,Graeme Day,Graeme Day,Scottish tiol,Peter Chapman,Jenny Marra,Conservative,Labour,Mike Weir,Scottish tiol,Anne McLaughlin,outin,13,3,4,2,2,0,0,0,0,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,3,0,0,0,5107,5679,5034,0,0,0,1,0,1,0.104,0.066,0,666.6,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,11,9,0.134799085,0,1,0,0,1,0,0,0,0,.,.,.,.,0,0,2,0,5679,0,0,0.104,666.6,6,0,0,11,1,0,0,2,2,2,2,0,0,2,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,6107,6100,0,0,2,.,.,.,0,0,2,0,5107,0,1,0.134799078,0,0,1,0,4,0,0,0,2,2,2,2,0,0,2,0,2011,6107,Angus South,6107,58,"Dey, Graeme",269,4,0,0,2,0,5107,1026.59,6633,1,1063.09,62,269,5,0,0,1063.089966,0,2,2,2,2,2,0,0,0
627,1,reg1,0,DD111TA,3,53,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",7,"University or CA first degree, e.g. BA, BSc",0,Conservative,0,2,2,0,.,.,SNP,1,1,1,Conservative,1,0,0,0,0,0,0,2,.,.,.,0,0,2,1,0,.,.,.,.,0,0,2,0,0,.,.,.,.,0,0,2,0,0,2,.,2,.,0,0,3,3,3,1,Peter Chapman,Graeme Day,Scottish tiol,Peter Chapman,Jenny Marra,Conservative,Labour,Mike Weir,Scottish tiol,Anne McLaughlin,outin,13,3,4,2,2,0,0,0,0,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,3,0,0,0,5107,5679,5034,0,0,0,1,0,1,0.104,0.066,0,666.6,0,666.6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,11,9,0.134799085,0,1,0,0,1,0,0,0,0,.,.,.,.,0,0,2,0,5034,0,1,0.066,0,0,0,0,9,0,1,0,2,2,2,2,0,0,2,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,6107,6100,0,0,.,.,.,.,0,0,2,0,5679,0,0,0.104000002,666.5999756,6,0,0,11,1,0,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,11,6,0,0,0,666.5999756,1,2,2,2,2,2,0,0,0
627,2,reg2,0,DD111TA,3,53,"Working full-time, employee (30+ hours)","Mager or senior administrator (e.g. accountant, school teacher, university lecturer, fince mager, personnel mager, senior sales mager, senior local government officer)",7,"University or CA first degree, e.g. BA, BSc",0,Conservative,0,2,2,0,.,.,SNP,1,1,1,Conservative,1,0,0,0,0,0,0,2,.,.,.,0,0,2,1,0,.,.,.,.,0,0,2,0,0,.,.,.,.,0,0,2,0,0,2,.,2,.,0,0,3,3,3,1,Jenny Marra,Graeme Day,Scottish tiol,Peter Chapman,Jenny Marra,Conservative,Labour,Mike Weir,Scottish tiol,Anne McLaughlin,outin,13,3,4,2,2,0,0,0,0,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,3,0,0,0,5107,5679,5034,0,0,0,1,0,1,0.104,0.066,0,666.6,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,11,9,0.134799085,0,1,0,0,1,0,0,0,0,.,.,.,.,0,0,2,0,5679,0,0,0.104,666.6,6,0,0,11,1,0,0,2,2,2,2,0,0,2,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,6107,6100,0,0,.,.,.,.,0,0,2,0,5034,0,1,0.066,0,0,0,0,9,0,1,0,2,2,2,2,0,0,2,1,2011,6100,North East Scotland,6100,257,"Marra, Jenny",43,7,0,0,2,1,5034,675,6633,1,810,266,43,7,0,1,810,0,2,2,2,2,2,0,0,0
628,0,const,1,DD111TL,3,53,Unemployed and actively seeking work,"Sales or services (e.g. commercial traveller, shop assistant, nursery care, care assistant, paramedic)",1,"GCSE grades D-G, CSE grades 2-5, GCE O level grade D-E, Short Course GCSE, Vocatiol GCSE",1,Labour,1,2,6,1,SNP,Labour,SNP,1,1,0,Conservative,1,1,0,0,1,0,0,2,1,2,2,0,0,1,1,0,2,2,2,2,0,0,2,0,0,2,2,2,3,0,0,.,0,0,3,5,3,3,0,0,.,4,1,4,Graeme Day,Graeme Day,Scottish tiol,Lewis Macdold,Ross Thomson,Labour,Conservative,Mike Weir,Scottish tiol,Kirsten Oswald,outin,6,4,1,0,2,0,0,0,2,0,2,1,2,2,0,0,1,0,2,2,2,2,0,0,1,2,2,0,2,2,2,3,0,0,2,0,3,5,3,3,0,0,2,0,0,0,5107,2117,3985,0,0,0,1,4,0,0.066,0.104,0,258,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,1,0,1,3,8,4,57,23,0.134799085,0,0,1,0,0,0,0,0,0,2,2,2,2,0,0,2,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,2,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,6107,6100,0,0,2,1,2,2,0,0,1,0,5107,0,1,0.134799078,0,0,1,0,4,0,0,0,2,1,2,2,0,0,1,0,2011,6107,Angus South,6107,58,"Dey, Graeme",269,4,0,0,2,0,5107,1026.59,6633,1,1063.09,62,269,5,0,0,1063.089966,0,1,2,1,2,2,0,0,0
628,1,reg1,0,DD111TL,3,53,Unemployed and actively seeking work,"Sales or services (e.g. commercial traveller, shop assistant, nursery care, care assistant, paramedic)",1,"GCSE grades D-G, CSE grades 2-5, GCE O level grade D-E, Short Course GCSE, Vocatiol GCSE",1,Labour,1,2,6,1,SNP,Labour,SNP,1,1,0,Conservative,1,1,0,0,1,0,0,2,1,2,2,0,0,1,1,0,2,2,2,2,0,0,2,0,0,2,2,2,3,0,0,.,0,0,3,5,3,3,0,0,.,4,1,4,Lewis Macdold,Graeme Day,Scottish tiol,Lewis Macdold,Ross Thomson,Labour,Conservative,Mike Weir,Scottish tiol,Kirsten Oswald,outin,6,4,1,0,2,0,0,0,2,0,2,1,2,2,0,0,1,0,2,2,2,2,0,0,1,2,2,0,2,2,2,3,0,0,2,0,3,5,3,3,0,0,2,0,0,0,5107,2117,3985,0,0,0,1,4,0,0.066,0.104,0,258,0,258,0,0,0,1,2,8,0,0,0,0,0,0,0,1,0,1,3,8,4,57,23,0.134799085,0,0,1,0,0,0,0,0,0,2,2,2,3,0,0,.,0,3985,0,0,0.104,0,0,8,0,23,1,0,0,2,2,2,3,0,0,2,0,0,0,-1,0,-1,0,0,.,0,0,-1,0,-1,0,0,-1,0,6107,6100,0,0,2,2,2,2,0,0,2,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,2,1,2011,6100,North East Scotland,6100,592,"Macdo.ld, Lewis",42,0,0,0,2,0,2117,5418.4,6633,1,5431.2,649,42,2,0,0,5689.200195,1,2,2,2,2,2,0,0,0
628,2,reg2,0,DD111TL,3,53,Unemployed and actively seeking work,"Sales or services (e.g. commercial traveller, shop assistant, nursery care, care assistant, paramedic)",1,"GCSE grades D-G, CSE grades 2-5, GCE O level grade D-E, Short Course GCSE, Vocatiol GCSE",1,Labour,1,2,6,1,SNP,Labour,SNP,1,1,0,Conservative,1,1,0,0,1,0,0,2,1,2,2,0,0,1,1,0,2,2,2,2,0,0,2,0,0,2,2,2,3,0,0,.,0,0,3,5,3,3,0,0,.,4,1,4,Ross Thomson,Graeme Day,Scottish tiol,Lewis Macdold,Ross Thomson,Labour,Conservative,Mike Weir,Scottish tiol,Kirsten Oswald,outin,6,4,1,0,2,0,0,0,2,0,2,1,2,2,0,0,1,0,2,2,2,2,0,0,1,2,2,0,2,2,2,3,0,0,2,0,3,5,3,3,0,0,2,0,0,0,5107,2117,3985,0,0,0,1,4,0,0.066,0.104,0,258,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0,1,0,1,3,8,4,57,23,0.134799085,0,0,1,0,0,0,0,0,0,2,2,2,2,0,0,2,0,2117,0,4,0.066,258,0,2,0,57,0,0,0,2,2,2,2,0,0,2,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,6107,6100,0,0,2,2,2,3,0,0,.,0,3985,0,0,0.104000002,0,0,8,0,23,1,0,0,2,2,2,3,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,23,0,8,0,0,0,0,2,2,2,2,3,0,0,0
