respid,stack,reptype,dummytype,zip,lengthres,age,employment,profession,income,education,gender,partyid,partystrength,polint,news,turnout,votereg,voteconst,parseats,parcorrect,turnoutbrexit,brexit,westseats,westcorrect,idconst,idregiol1,idregiol2,idwest,constparty,constmeet,constrank,consthelp,constpork,constlegislate,constsurgery,constnews,constpint,reg1party,reg1meet,reg1rank,reg1help,reg1pork,reg1legislate,reg1surgery,reg1news,reg1pint,reg2party,reg2meet,reg2rank,reg2help,reg2pork,reg2legislate,reg2surgery,reg2news,reg2pint,westparty,westmeet,westrank,westhelp,westpork,westlegislate,westsurgery,westnews,westpint,scotid,britdecide,eubenefit,repstack,constrep,constrep_ptystr,arearep1,arearep2,areaparty1,areaparty2,westrep,westpartystr,nonwest1,condition,educat,scotid2,educat2,educat3,corrpolknow,shpty_const_str,shpty_reg1_str,shpty_reg2_str,id_members,constmeet_DK,constrank_DK,consthelp_DK,constpork_DK,constlegislate_DK,constsurgery_DK,constnews_DK,constpint_DK,reg1meet_DK,reg1rank_DK,reg1help_DK,reg1pork_DK,reg1legislate_DK,reg1surgery_DK,reg1news_DK,constpint_DK,reg1pint_DK,reg2pint_DK,reg2meet_DK,reg2rank_DK,reg2help_DK,reg2pork_DK,reg2legislate_DK,reg2surgery_DK,reg2news_DK,reg2pint_DK,westmeet_DK,westrank_DK,westhelp_DK,westpork_DK,westlegislate_DK,westsurgery_DK,westnews_DK,westpint_DK,reg1_PM,reg2_PM,const_PM,MSPID_const,MSPID_reg1,MSPID_reg2,gov_const,gov_reg1,gov_reg2,term_const,term_reg1,term_reg2,marg_reg1,marg_reg2,surgery_const,surgery_reg1,surgery_reg2,surgexstack,stan_mo_const,stan_mo_reg1,stan_mo_reg2,bus_mo_const,bus_mo_reg1,bus_mo_reg2,com_mo_const,com_mo_reg1,com_mo_reg2,deb_mo_const,deb_mo_reg1,deb_mo_reg2,am_mo_const,am_mo_reg1,am_mo_reg2,mo_to_const,mo_to_reg1,mo_to_reg2,ques_to_const,ques_to_reg1,ques_to_reg2,mar_const,prev_elec_const,prev_elec_reg1,prev_elec_reg2,reg1_gender,reg2_gender,const_gender,west_gender,shpty_reg_st,meet_reg_st,rank_reg_st,help_reg_st,pork_reg_st,leg_reg_st,surg_reg_st,news_reg_st,pint_reg_st,PM_reg_st,MSPID_reg_st,gov_reg_st,term_reg_st,marg_reg_st,surgex_reg_st,stan_mo_reg_st,bus_mo_reg_st,com_mo_reg_st,ques_to_reg_st,prev_elec_reg_st,gender_reg_st,meet_reg_DK_st,rank_reg_DK_st,help_reg_DK_st,pork_reg_DK_st,leg_reg_DK_st,surg_reg_DK_st,news_reg_DK_st,pint_reg_DK_st,shpty_DIFF,meet_DIFF,rank_DIFF,help_DIFF,pork_DIFF,leg_DIFF,surg_DIFF,new_DIFF,pint_DIFF,meet_DIFFDK,rank_DIFFDK,help_DIFFDK,pork_DIFFDK,leg_DIFFDK,surg_DIFFDK,new_DIFFDK,pint_DIFFSK,college,const_code,region_code,shpty_stfc,meet_stfc,rank_stfc,help_stfc,pork_stfc,leg_stfc,surg_stfc,news_stfc,pint_stfc,PM_stfc,MSPID_stfc,gov_stfc,term_stfc,marg_stfc,surgex_stfc,stan__mo_stfc,bus_mo_stfc,com_mo_stfc,ques_to_stfc,prev_elec_stfc,gender_stfc,meet_DK_stfc,rank_DK_stfc,help_DK_stfc,pork_DK_stfc,leg_DK_stfc,surg_DK_stfc,news_DK_stfc,pint_DK_stfc,region,year_FM,constituencycode_FM,constituency,constituency_code,questions_FM,member_FM,standard_FM,mem_business_FM,com_motion_FM,bill_motion_FM,totalrebel_FM,bill_FM,mpsid2,total_sur_ex_FM,max_surgerg_FM,parl_4_dum,surg_ex2_FM,questions_ALL,standard_ALL,mem_business_ALL,com_motion_ALL,bill_ALL,surg_ALL,partystack,pintstack,rankstack,helpstack,porkstack,legstack,surgstack,newstack,meetstack
4,1,reg1,0,EH166WB,3,18,Full-time student or pupil,Never worked,.,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",0,Labour,0,2,4,1,Labour,Labour,SNP,1,1,0,Conservative,1,0,0,0,1,0,0,2,1,2,2,0,0,1,1,0,2,2,3,2,0,0,2,0,0,2,2,2,2,0,0,1,1,0,3,4,3,3,0,0,3,3,2,3,Kezie Dugdale,Ash Denham,Scottish tiol,Kezie Dugdale,Andy Wightman,Labour,Green,Ian Murray,Labour,Michelle Thomson,outin,8,3,2,0,2,0,0,0,1,0,2,1,2,2,0,0,1,0,2,2,3,2,0,0,1,2,1,0,2,2,2,2,0,0,1,0,3,4,3,3,0,0,3,0,0,0,5605,3812,5695,0,0,0,0,1,0,0.102,0.05,860,660,0,660,16,0,6,0,0,0,0,0,0,0,0,0,0,0,3,16,0,9,11,41,24,0.143712744,0,0,0,1,0,1,0,0,0,2,2,2,2,0,0,1,0,5695,0,0,0.05,0,6,0,0,24,0,0,0,2,2,2,2,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,4103,4100,0,0,2,2,3,2,0,0,2,0,3812,0,1,0.101999998,660,0,0,0,41,0,1,0,2,2,3,2,0,0,2,1,2011,4100,Lothian,4100,1022,"Dugdale, Kezia",47,6,0,0,3,0,3812,3743.75,6633,1,4139.75,1063,47,6,0,0,4799.75,1,2,2,2,3,2,0,0,0
4,2,reg2,0,EH166WB,3,18,Full-time student or pupil,Never worked,.,"Scottish Ordiry Bands A-C or pass, Scottish Standard Grades 1-3 or Pass/Lower Certificate",0,Labour,0,2,4,1,Labour,Labour,SNP,1,1,0,Conservative,1,0,0,0,1,0,0,2,1,2,2,0,0,1,1,0,2,2,3,2,0,0,2,0,0,2,2,2,2,0,0,1,1,0,3,4,3,3,0,0,3,3,2,3,Andy Wightman,Ash Denham,Scottish tiol,Kezie Dugdale,Andy Wightman,Labour,Green,Ian Murray,Labour,Michelle Thomson,outin,8,3,2,0,2,0,0,0,1,0,2,1,2,2,0,0,1,0,2,2,3,2,0,0,1,2,1,0,2,2,2,2,0,0,1,0,3,4,3,3,0,0,3,0,0,0,5605,3812,5695,0,0,0,0,1,0,0.102,0.05,860,660,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,3,16,0,9,11,41,24,0.143712744,0,0,0,1,0,1,0,0,0,2,2,3,2,0,0,2,0,3812,0,1,0.102,660,0,0,0,41,0,1,0,2,2,3,2,0,0,2,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,4103,4100,0,0,2,2,2,2,0,0,1,0,5695,0,0,0.050000001,0,6,0,0,24,0,0,0,2,2,2,2,0,0,1,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,24,6,0,0,0,0,0,1,2,2,2,2,0,0,0
5,0,const,1,FK101DQ,1,18,Full-time student or pupil,Other,.,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,3,2,2,0,.,.,SNP,1,1,0,SNP,0,0,0,0,0,1,0,2,1,4,3,0,0,0,0,.,1,1,4,.,.,0,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,3,4,4,Keith Brown,Keith Brown,Scottish tiol,Mark Ruskell,Alex Rowley,Green,Labour,Tasmi Ahmed-Sheikh,Scottish tiol,Anne McLaughlin,inout,9,3,2,0,1,3,3,0,0,0,2,1,4,3,0,0,0,0,1,1,4,2,0,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2103,2127,5119,1,0,0,2,1,1,0.009,0.106,1198,0,0,1198,0,0,0,0,2,1,0,0,0,2,0,0,1,0,3,3,2,4,0,83,36,0.225946346,1,0,1,0,0,0,0,3,.,1,1,4,.,.,0,1,0,2127,0,1,0.009,0,0,2,0,83,0,0,0,1,1,4,2,0,0,1,0,.,1,0,0,.,.,0,-1,0,1,0,0,1,0,0,-1,0,5101,5100,3,0,2,1,4,3,0,0,0,0,2103,1,2,0.225946352,1198,0,0,0,0,1,0,0,2,1,4,3,0,0,0,0,2011,5101,Clackman.nshire and Dunblane,5101,0,"Brown, Keith",6,0,0,1,0,0,2103,6198.01,6633,1,7544.81,0,6,0,0,0,8742.80957,1,0,2,1,4,3,0,0,0
5,1,reg1,0,FK101DQ,1,18,Full-time student or pupil,Other,.,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,3,2,2,0,.,.,SNP,1,1,0,SNP,0,0,0,0,0,1,0,2,1,4,3,0,0,0,0,.,1,1,4,.,.,0,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,3,4,4,Mark Ruskell,Keith Brown,Scottish tiol,Mark Ruskell,Alex Rowley,Green,Labour,Tasmi Ahmed-Sheikh,Scottish tiol,Anne McLaughlin,inout,9,3,2,0,1,3,3,0,0,0,2,1,4,3,0,0,0,0,1,1,4,2,0,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2103,2127,5119,1,0,0,2,1,1,0.009,0.106,1198,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,3,3,2,4,0,83,36,0.225946346,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,5119,0,1,0.106,0,0,1,0,36,1,0,0,2,0,0,0,1,1,1,3,0,0,1,4,3,-1,-1,-1,0,0,1,4,3,-1,-1,-1,0,5101,5100,3,.,1,1,4,.,.,0,1,0,2127,0,1,0.009,0,0,2,0,83,0,0,0,1,1,4,2,0,0,1,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,83,0,2,0,0,0,0,1,1,1,4,2,0,0,0
5,2,reg2,0,FK101DQ,1,18,Full-time student or pupil,Other,.,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",0,Scottish tiol,3,2,2,0,.,.,SNP,1,1,0,SNP,0,0,0,0,0,1,0,2,1,4,3,0,0,0,0,.,1,1,4,.,.,0,1,0,0,2,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,3,4,4,Alex Rowley,Keith Brown,Scottish tiol,Mark Ruskell,Alex Rowley,Green,Labour,Tasmi Ahmed-Sheikh,Scottish tiol,Anne McLaughlin,inout,9,3,2,0,1,3,3,0,0,0,2,1,4,3,0,0,0,0,1,1,4,2,0,0,0,1,1,0,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2103,2127,5119,1,0,0,2,1,1,0.009,0.106,1198,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,3,3,2,4,0,83,36,0.225946346,1,0,1,0,0,0,0,3,.,1,1,4,.,.,0,1,0,2127,0,1,0.009,0,0,2,0,83,0,0,0,1,1,4,2,0,0,1,0,.,1,0,0,.,.,0,-1,0,1,0,0,1,0,0,-1,0,5101,5100,0,0,2,0,0,0,1,1,1,0,5119,0,1,0.105999999,0,0,1,0,36,1,0,0,2,0,0,0,1,1,1,1,2011,5102,Cowdenbeath,5102,13,"Rowley, Alex",7,3,0,0,5,0,5119,2004,6633,1,4409,49,7,4,0,0,4409,0,1,2,0,0,0,1,1,0
6,0,const,1,FK159EB,3,18,Full-time student or pupil,"Sales or services (e.g. commercial traveller, shop assistant, nursery care, care assistant, paramedic)",6,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",1,Scottish tiol,2,3,6,1,SNP,SNP,SNP,1,1,0,SNP,0,0,0,0,0,1,1,3,4,2,1,0,0,2,0,0,.,.,.,.,0,0,.,0,0,.,.,.,.,0,0,.,1,0,.,.,.,.,0,0,.,4,0,0,Keith Brown,Keith Brown,Scottish tiol,Dean Lockhart,Mark Ruskell,Conservative,Green,Steven Paterson,Scottish tiol,Ian Blackford,inout,9,4,2,0,1,2,2,0,0,1,3,4,2,1,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,2103,5809,2127,1,0,0,2,0,1,0.191,0.009,1198,236.16,0,1198,0,7,0,0,0,2,0,0,0,2,0,0,1,0,0,3,7,2,0,6,83,0.225946346,1,0,0,0,0,0,0,2,0,.,.,.,.,0,0,.,0,5809,0,0,0.191,236.16,7,0,0,6,0,0,0,2,2,2,2,0,0,2,0,1,.,.,.,.,0,0,.,1,1,2,0,-1,0,0,0,0,5101,5100,2,1,3,4,2,1,0,0,2,0,2103,1,2,0.225946352,1198,0,0,0,0,1,0,1,3,4,2,1,0,0,2,0,2011,5101,Clackman.nshire and Dunblane,5101,0,"Brown, Keith",6,0,0,1,0,0,2103,6198.01,6633,1,7544.81,0,6,0,0,0,8742.80957,1,2,3,4,2,1,0,0,1
6,1,reg1,0,FK159EB,3,18,Full-time student or pupil,"Sales or services (e.g. commercial traveller, shop assistant, nursery care, care assistant, paramedic)",6,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",1,Scottish tiol,2,3,6,1,SNP,SNP,SNP,1,1,0,SNP,0,0,0,0,0,1,1,3,4,2,1,0,0,2,0,0,.,.,.,.,0,0,.,0,0,.,.,.,.,0,0,.,1,0,.,.,.,.,0,0,.,4,0,0,Dean Lockhart,Keith Brown,Scottish tiol,Dean Lockhart,Mark Ruskell,Conservative,Green,Steven Paterson,Scottish tiol,Ian Blackford,inout,9,4,2,0,1,2,2,0,0,1,3,4,2,1,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,2103,5809,2127,1,0,0,2,0,1,0.191,0.009,1198,236.16,0,236.16,0,7,0,0,0,2,0,0,0,2,0,0,1,0,0,3,7,2,0,6,83,0.225946346,1,0,0,0,0,0,0,0,0,.,.,.,.,0,0,.,0,2127,0,1,0.009,0,0,2,0,83,0,0,0,2,2,2,2,0,0,2,2,1,.,.,.,.,0,0,.,1,1,2,0,-1,0,0,0,0,5101,5100,2,0,.,.,.,.,0,0,.,0,5809,0,0,0.191,236.1600037,7,0,0,6,0,0,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,6,7,0,0,0,236.1600037,0,2,2,2,2,2,0,0,0
6,2,reg2,0,FK159EB,3,18,Full-time student or pupil,"Sales or services (e.g. commercial traveller, shop assistant, nursery care, care assistant, paramedic)",6,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",1,Scottish tiol,2,3,6,1,SNP,SNP,SNP,1,1,0,SNP,0,0,0,0,0,1,1,3,4,2,1,0,0,2,0,0,.,.,.,.,0,0,.,0,0,.,.,.,.,0,0,.,1,0,.,.,.,.,0,0,.,4,0,0,Mark Ruskell,Keith Brown,Scottish tiol,Dean Lockhart,Mark Ruskell,Conservative,Green,Steven Paterson,Scottish tiol,Ian Blackford,inout,9,4,2,0,1,2,2,0,0,1,3,4,2,1,0,0,2,0,2,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,2103,5809,2127,1,0,0,2,0,1,0.191,0.009,1198,236.16,0,0,0,7,0,0,0,2,0,0,0,2,0,0,1,0,0,3,7,2,0,6,83,0.225946346,1,0,0,0,0,0,0,2,0,.,.,.,.,0,0,.,0,5809,0,0,0.191,236.16,7,0,0,6,0,0,0,2,2,2,2,0,0,2,0,1,.,.,.,.,0,0,.,1,1,2,0,-1,0,0,0,0,5101,5100,0,0,.,.,.,.,0,0,.,0,2127,0,1,0.009,0,0,2,0,83,0,0,0,2,2,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,83,0,2,0,0,0,0,2,2,2,2,2,0,0,0
7,0,const,1,G699NB,3,18,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",9,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",0,Scottish tiol,.,1,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,0,0,1,0,3,3,.,.,0,0,2,0,0,3,3,.,.,0,0,2,0,0,3,4,3,.,0,0,2,1,0,.,.,.,.,0,0,2,4,1,3,Fulton MacGregor,Fulton MacGregor,Scottish tiol,Richard Leord,Margaret Mitchell,Labour,Conservative,Phil Boswell,Scottish tiol,Calum Kerr,inout,7,4,2,0,2,.,.,0,0,0,3,3,2,2,0,0,2,0,3,3,2,2,0,0,2,2,2,0,3,4,3,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,5596,5579,3061,0,0,0,0,0,3,0.087,0.114,1594,0,0,1594,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,3,1,2,7,32,5,0.133373332,1,0,1,0,1,0,0,.,0,3,3,.,.,0,0,2,0,5579,0,0,0.087,0,0,0,0,32,0,0,0,3,3,2,2,0,0,2,.,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,1102,1100,.,0,3,3,.,.,0,0,2,0,5596,0,0,0.133373335,1594,0,2,0,7,1,0,0,3,3,2,2,0,0,2,0,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,7,0,2,0,0,1594,1,2,3,3,2,2,0,0,0
7,1,reg1,0,G699NB,3,18,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",9,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",0,Scottish tiol,.,1,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,0,0,1,0,3,3,.,.,0,0,2,0,0,3,3,.,.,0,0,2,0,0,3,4,3,.,0,0,2,1,0,.,.,.,.,0,0,2,4,1,3,Richard Leord,Fulton MacGregor,Scottish tiol,Richard Leord,Margaret Mitchell,Labour,Conservative,Phil Boswell,Scottish tiol,Calum Kerr,inout,7,4,2,0,2,.,.,0,0,0,3,3,2,2,0,0,2,0,3,3,2,2,0,0,2,2,2,0,3,4,3,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,5596,5579,3061,0,0,0,0,0,3,0.087,0.114,1594,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,3,1,2,7,32,5,0.133373332,1,0,1,0,1,0,0,0,0,3,4,3,.,0,0,2,0,3061,0,3,0.114,0,0,2,0,5,1,1,0,3,4,3,2,0,0,2,.,0,0,-1,.,.,0,0,0,0,0,-1,-1,0,0,0,0,0,1102,1100,.,0,3,3,.,.,0,0,2,0,5579,0,0,0.086999997,0,0,0,0,32,0,0,0,3,3,2,2,0,0,2,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,32,0,0,0,0,0,0,2,3,3,2,2,0,0,0
7,2,reg2,0,G699NB,3,18,"Working full-time, employee (30+ hours)","Skilled manual work (e.g. plumber, electrician, fitter, train driver, cook, hairdresser)",9,"GCSE A*-C, CSE grade 1, GCE O level grade A -C, School Certificate",0,Scottish tiol,.,1,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,0,0,1,0,3,3,.,.,0,0,2,0,0,3,3,.,.,0,0,2,0,0,3,4,3,.,0,0,2,1,0,.,.,.,.,0,0,2,4,1,3,Margaret Mitchell,Fulton MacGregor,Scottish tiol,Richard Leord,Margaret Mitchell,Labour,Conservative,Phil Boswell,Scottish tiol,Calum Kerr,inout,7,4,2,0,2,.,.,0,0,0,3,3,2,2,0,0,2,0,3,3,2,2,0,0,2,2,2,0,3,4,3,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,5596,5579,3061,0,0,0,0,0,3,0.087,0.114,1594,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,3,1,2,7,32,5,0.133373332,1,0,1,0,1,0,0,.,0,3,3,.,.,0,0,2,0,5579,0,0,0.087,0,0,0,0,32,0,0,0,3,3,2,2,0,0,2,.,0,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,1102,1100,0,0,3,4,3,.,0,0,2,0,3061,0,3,0.114,0,0,2,0,5,1,1,0,3,4,3,2,0,0,2,1,2011,1100,Central Scotland,1100,84,"Mitchell, Margaret",126,7,0,0,9,1,3061,7907.01,6633,1,9175.41,89,126,9,0,1,9175.410156,0,2,3,4,3,2,0,0,0
8,0,const,1,KA74LT,3,18,Full-time student or pupil,"Clerical (e.g. clerk, secretary)",4,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",1,Scottish tiol,2,2,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,0,0,1,0,2,3,2,3,0,1,3,1,0,3,3,3,3,0,1,3,0,0,3,3,3,4,1,0,3,1,0,3,2,3,3,0,1,3,1,3,1,Jeane Freeman,Jeane Freeman,Scottish tiol,Emma Harper,Brian Whittle,Scottish tiol,Conservative,Corri Wilson,Scottish tiol,Kirsten Oswald,inin,9,1,2,0,2,2,2,0,0,0,2,3,2,3,0,1,3,0,3,3,3,3,0,1,3,3,3,0,3,3,3,4,1,0,3,0,3,2,3,3,0,1,3,0,0,0,5592,5771,5793,1,0,0,0,0,0,0.21,0.025,144,0,1298.76,144,0,9,29,0,0,2,0,0,0,0,0,0,0,0,0,0,9,31,0,16,6,0.189583333,0,0,0,1,0,1,0,2,0,3,3,3,3,0,1,3,0,5771,0,0,0.21,0,9,0,0,16,0,1,0,3,3,3,3,0,1,3,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,7102,7100,2,0,2,3,2,3,0,1,3,0,5592,1,0,0.189583331,144,0,0,0,0,0,1,0,2,3,2,3,0,1,3,0,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,0,0,0,0,0,144,1,3,2,3,2,3,0,1,0
8,1,reg1,0,KA74LT,3,18,Full-time student or pupil,"Clerical (e.g. clerk, secretary)",4,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",1,Scottish tiol,2,2,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,0,0,1,0,2,3,2,3,0,1,3,1,0,3,3,3,3,0,1,3,0,0,3,3,3,4,1,0,3,1,0,3,2,3,3,0,1,3,1,3,1,Emma Harper,Jeane Freeman,Scottish tiol,Emma Harper,Brian Whittle,Scottish tiol,Conservative,Corri Wilson,Scottish tiol,Kirsten Oswald,inin,9,1,2,0,2,2,2,0,0,0,2,3,2,3,0,1,3,0,3,3,3,3,0,1,3,3,3,0,3,3,3,4,1,0,3,0,3,2,3,3,0,1,3,0,0,0,5592,5771,5793,1,0,0,0,0,0,0.21,0.025,144,0,1298.76,0,0,9,29,0,0,2,0,0,0,0,0,0,0,0,0,0,9,31,0,16,6,0.189583333,0,0,0,1,0,1,0,0,0,3,3,3,4,1,0,3,0,5793,0,0,0.025,1298.76,29,2,0,6,0,0,0,3,3,3,4,1,0,3,2,0,-1,0,-1,-1,-1,1,0,0,-1,0,-1,-1,-1,1,0,0,7102,7100,2,0,3,3,3,3,0,1,3,0,5771,0,0,0.209999993,0,9,0,0,16,0,1,0,3,3,3,3,0,1,3,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,16,9,0,0,0,0,1,3,3,3,3,3,0,1,0
8,2,reg2,0,KA74LT,3,18,Full-time student or pupil,"Clerical (e.g. clerk, secretary)",4,"Higher tiol Certificate (ONC) or Diploma (OND), City & Guilds level 3 (Advanced/Fil), NVQ/SVQ level 3",1,Scottish tiol,2,2,0,1,SNP,SNP,SNP,1,1,0,Conservative,1,0,0,0,0,1,0,2,3,2,3,0,1,3,1,0,3,3,3,3,0,1,3,0,0,3,3,3,4,1,0,3,1,0,3,2,3,3,0,1,3,1,3,1,Brian Whittle,Jeane Freeman,Scottish tiol,Emma Harper,Brian Whittle,Scottish tiol,Conservative,Corri Wilson,Scottish tiol,Kirsten Oswald,inin,9,1,2,0,2,2,2,0,0,0,2,3,2,3,0,1,3,0,3,3,3,3,0,1,3,3,3,0,3,3,3,4,1,0,3,0,3,2,3,3,0,1,3,0,0,0,5592,5771,5793,1,0,0,0,0,0,0.21,0.025,144,0,1298.76,1298.76,0,9,29,0,0,2,0,0,0,0,0,0,0,0,0,0,9,31,0,16,6,0.189583333,0,0,0,1,0,1,0,2,0,3,3,3,3,0,1,3,0,5771,0,0,0.21,0,9,0,0,16,0,1,0,3,3,3,3,0,1,3,0,0,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,7102,7100,0,0,3,3,3,4,1,0,3,0,5793,0,0,0.025,1298.76001,29,2,0,6,0,0,0,3,3,3,4,1,0,3,1,.,.,.,.,0,.,0,0,0,0,0,0,.,0,0,.,0,6,29,2,0,0,1298.76001,0,3,3,3,3,4,1,0,0
9,0,const,1,KY112PN,2,18,Full-time student or pupil,Never worked,1,No educatiol qualification,0,Scottish tiol,2,1,2,0,.,.,SNP,1,0,.,Conservative,1,0,0,0,0,1,0,3,2,2,.,0,0,2,0,0,3,2,2,2,0,0,2,0,0,2,2,2,2,0,0,2,1,0,2,2,2,2,0,0,2,4,0,0,Anbell Ewing,Anbell Ewing,Scottish tiol,Elizabeth Smith,Alex Rowley,Conservative,Labour,Douglas Chapman,Scottish tiol,Martin Docherty,inout,0,4,0,0,2,2,2,0,0,0,3,2,2,2,0,0,2,0,3,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,1742,4014,5119,1,0,0,1,2,1,0.191,0.106,484.3,0,0,484.3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,2,4,0,39,36,0.102273492,1,0,1,1,0,1,0,2,0,3,2,2,2,0,0,2,0,4014,0,2,0.191,0,0,0,0,39,0,1,0,3,2,2,2,0,0,2,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,5102,5100,2,0,3,2,2,.,0,0,2,0,1742,1,1,0.102273494,484.2999878,0,0,0,0,1,1,0,3,2,2,2,0,0,2,0,2011,5100,Mid Scotland and Fife,5100,73,"Ewing, An.belle",58,5,0,0,0,0,1742,2498.38,6633,1,3497.77,73,58,5,0,0,3982.070068,1,2,3,2,2,2,0,0,0
9,1,reg1,0,KY112PN,2,18,Full-time student or pupil,Never worked,1,No educatiol qualification,0,Scottish tiol,2,1,2,0,.,.,SNP,1,0,.,Conservative,1,0,0,0,0,1,0,3,2,2,.,0,0,2,0,0,3,2,2,2,0,0,2,0,0,2,2,2,2,0,0,2,1,0,2,2,2,2,0,0,2,4,0,0,Elizabeth Smith,Anbell Ewing,Scottish tiol,Elizabeth Smith,Alex Rowley,Conservative,Labour,Douglas Chapman,Scottish tiol,Martin Docherty,inout,0,4,0,0,2,2,2,0,0,0,3,2,2,2,0,0,2,0,3,2,2,2,0,0,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,0,1742,4014,5119,1,0,0,1,2,1,0.191,0.106,484.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,2,4,0,39,36,0.102273492,1,0,1,1,0,1,0,0,0,2,2,2,2,0,0,2,0,5119,0,1,0.106,0,0,1,0,36,1,0,0,2,2,2,2,0,0,2,2,0,1,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,5102,5100,2,0,3,2,2,2,0,0,2,0,4014,0,2,0.191,0,0,0,0,39,0,1,0,3,2,2,2,0,0,2,1,2011,5100,Mid Scotland and Fife,5100,269,"Smith, Liz",9,5,0,0,7,0,4014,276,6633,1,537.55,308,9,5,0,0,537.5499878,0,2,3,2,2,2,0,0,0
